quote,author,tags,embedding_text
"“Sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book.”","John Green,","books, power-of-words, reading","Quote: “Sometimes, you read a book and it fills you with this weird evangelical zeal, and you become convinced that the shattered world will never be put back together unless and until all living humans read the book.” Author: John Green, Tags: books, power-of-words, reading"
“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate, food, humor","Quote: “All you need is love. But a little chocolate now and then doesn't hurt.” Author: Charles M. Schulz Tags: chocolate, food, humor"
"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”","J.K. Rowling,",dumbledore,"Quote: “Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?” Author: J.K. Rowling, Tags: dumbledore"
“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,Quote: “Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.” Author: Jim Henson Tags: humor
“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself","Quote: “Life isn't about finding yourself. Life is about creating yourself.” Author: George Bernard Shaw Tags: inspirational, life, yourself"
"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”","Dr. Seuss,","comedy, life, yourself","Quote: “Today you are You, that is truer than true. There is no one alive who is Youer than You.” Author: Dr. Seuss, Tags: comedy, life, yourself"
"“To the well-organized mind, death is but the next great adventure.”","J.K. Rowling,","death, dumbledore, harry, inspirational, philosophers-stone, ron, sorcerers-stone","Quote: “To the well-organized mind, death is but the next great adventure.” Author: J.K. Rowling, Tags: death, dumbledore, harry, inspirational, philosophers-stone, ron, sorcerers-stone"
“I'm not afraid of death; I just don't want to be there when it happens.”,Woody Allen,"death, fear, humor, life","Quote: “I'm not afraid of death; I just don't want to be there when it happens.” Author: Woody Allen Tags: death, fear, humor, life"
"“If one cannot enjoy reading a book over and over again, there is no use in reading it at all.”",Oscar Wilde,"books, reading","Quote: “If one cannot enjoy reading a book over and over again, there is no use in reading it at all.” Author: Oscar Wilde Tags: books, reading"
"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"children, fairy-tales","Quote: “If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.” Author: Albert Einstein Tags: children, fairy-tales"
"“Have you fallen in love with the wrong person yet?'Jace said, ""Unfortunately, Lady of the Haven, my one true love remains myself.""...""At least,"" she said, ""you don't have to worry about rejection, Jace Wayland.""""Not necessarily. I turn myself down occasionally, just to keep it interesting.”","Cassandra Clare,","city-of-bones, jace","Quote: “Have you fallen in love with the wrong person yet?'Jace said, ""Unfortunately, Lady of the Haven, my one true love remains myself.""...""At least,"" she said, ""you don't have to worry about rejection, Jace Wayland.""""Not necessarily. I turn myself down occasionally, just to keep it interesting.” Author: Cassandra Clare, Tags: city-of-bones, jace"
“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,imagination,Quote: “Logic will get you from A to Z; imagination will get you everywhere.” Author: Albert Einstein Tags: imagination
"“I'm in love with you,"" he said quietly.""Augustus,"" I said.""I am,"" he said. He was staring at me, and I could see the corners of his eyes crinkling. ""I'm in love with you, and I'm not in the business of denying myself the simple pleasure of saying true things. I'm in love with you, and I know that love is just a shout into the void, and that oblivion is inevitable, and that we're all doomed and that there will come a day when all our labor has been returned to dust, and I know the sun will swallow the only earth we'll ever have, and I am in love with you.”","John Green,","doomed, inevitable, love, oblivion, pleasure, simple","Quote: “I'm in love with you,"" he said quietly.""Augustus,"" I said.""I am,"" he said. He was staring at me, and I could see the corners of his eyes crinkling. ""I'm in love with you, and I'm not in the business of denying myself the simple pleasure of saying true things. I'm in love with you, and I know that love is just a shout into the void, and that oblivion is inevitable, and that we're all doomed and that there will come a day when all our labor has been returned to dust, and I know the sun will swallow the only earth we'll ever have, and I am in love with you.” Author: John Green, Tags: doomed, inevitable, love, oblivion, pleasure, simple"
"“Whenever I feel the need to exercise, I lie down until it goes away.”",Paul   Terry,"exercise, humor, laziness, misattributed-to-hutchins","Quote: “Whenever I feel the need to exercise, I lie down until it goes away.” Author: Paul   Terry Tags: exercise, humor, laziness, misattributed-to-hutchins"
"“I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough..”","Nicholas Sparks,",love,"Quote: “I am nothing special, of this I am sure. I am a common man with common thoughts and I've led a common life. There are no monuments dedicated to me and my name will soon be forgotten, but I've loved another with all my heart and soul, and to me, this has always been enough..” Author: Nicholas Sparks, Tags: love"
